season_order,episode_number_global,season_number,seaons_label,episode_number,episode_name,person_name,type,type_short,type_number,mentioned_by,quote/context,type_of_issue,special_category,special_category_first
2,27,2,2,14,Chef Aid,Mick Jagger,depicted,d,2,,"Appears in a photo with Chef and Stevie Wonder at Studio 54 in Chef's ""Memories"" photo album.", ,,
2,27,2,2,14,Chef Aid,Stevie Wonder,depicted,d,2,,"Appears in a photo with Chef and Mick Jagger at Studio 54 in Chef's ""Memories"" photo album.", ,,
2,28,2,2,15,Spookyfish,Barbra Streisand,depicted,d,2,,The following program is brought to you in spooky vision. Be warned: all scenes will be accompanied by pictures of Barbra Streisand., ,,
2,28,2,2,15,Spookyfish,Luke Perry,mentioned,m,3,Kyle,"""Uh, nice costume, dude. Who are you supposed to be? Luke Perry?""", ,,
2,28,2,2,15,Spookyfish,Maury Povich,mentioned,m,3,Cartman,"""Who'd you expect? Maury Povich? Golly, you're hella lame!""", ,,
2,28,2,2,15,Spookyfish,William Shatner,depicted,d,2,,His photo is shown to Sharon Marsh by Officer Barbrady while searching for missing people., ,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",Charles Manson,appeared,a,1,,"Breaks out of jail with Cartman's Uncle Howard, and they make their way to Mabel Cartman's house to hide out. ", ,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",James Stewart,appeared,a,1,,"As his character George Bailey in ""It's a Wonderful Life"" on TV. ""You're a little bitch. That's right, you're a bitch, and I bet you'd like to suck it, wouldn't you?""",character,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",Lionel Barrymore,appeared,a,1,,"As his character Mr. Potter in ""It's a Wonderful Life"" on TV.",character,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",Karolyn Grimes,appeared,a,1,,"As her character Zuzu Bailey in ""It's a Wonderful Life"" on TV.",character,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",Donna Reed,appeared,a,1,,"As her character Mary Hatch Bailey in ""It's a Wonderful Life"" on TV.",character,,
2,30,2,2,17,Gnomes,Chad Everett,mentioned,m,3,Mr. Garrison,"""That's what Chad Everett thought when the new female intern joined the cast of Medical Center.""", ,,
2,30,2,2,17,Gnomes,Rob Reiner,mentioned,m,3,Mrs. Tweak,"""These boys are absolutely right. We've been using these poor kids to pull at your heartstrings for our cause, and it's wrong. We're as low and despicable as Rob Reiner.""", ,,
2,30,2,2,17,Gnomes,Steve Lukather,appeared,a,1,,Toto. The city gets Toto to perform on Main Street before the voting on Proposition 10., ,,
2,30,2,2,17,Gnomes,Mike Porcaro,appeared,a,1,,Toto. The city gets Toto to perform on Main Street before the voting on Proposition 10., ,,
2,30,2,2,17,Gnomes,David Paich,appeared,a,1,,Toto. The city gets Toto to perform on Main Street before the voting on Proposition 10., ,,
2,31,2,2,18,Prehistoric Ice Man,Steve Irwin,appeared,a,1,,Comes to South Park to help capture Larry for Dr. Alphonse Mephesto and the federal agents. , ,,
2,31,2,2,18,Prehistoric Ice Man,John Travolta,mentioned,m,3,Cartman,"""Hey you guys. This is just like that one movie, um, John Travolta and that, French chick were doing it, all summer long and went back to school and sang songs about ""Greased Lightning.""""", ,,
2,31,2,2,18,Prehistoric Ice Man,Sandra Dee,mentioned,m,3,,"Seen in the background driving the speedboat, and stands up to watch Steve as he fingers the crocodile.", ,,
2,31,2,2,18,Prehistoric Ice Man,Terri Irwin,mentioned,m,3,,"Terri Irwin: ""You know, that movie where Sandra Dee thinks she's all prissy, and then they try and try to get an abortion, but she doesn't have all the-""", ,,
2,31,2,2,18,Prehistoric Ice Man,Morgan Freeman,mentioned,m,3,Steve Irwin,"""This grizzly bear has the strength of over ten Morgan Freemans. I'm really pissing him off right now.""", ,,
2,31,2,2,18,Prehistoric Ice Man,Lee Majors,mentioned,m,3,Kyle,"""Because, he kinda like looks like Steve Austin, the $6 million man.""",character,,
2,31,2,2,18,Prehistoric Ice Man,Marilyn Manson,appeared,a,1,,"Appears on TV. ""I just smelled your britches and they're stinky.""", ,,
2,31,2,2,18,Prehistoric Ice Man,Bill Clinton,mentioned,m,3,,"""Re-elect Clinton"" poster in Steve's habitat.", ,,
2,31,2,2,18,Prehistoric Ice Man,Ted Kaczynski,mentioned,m,3,,"""Theodore Kaczynski is acused unibomber"" news bulletin in Steve's habitat.", ,,
3,32,3,3,1,Rainforest Shmainforest,Tony Danza,appeared,a,1,,Lightning flashes and the group is seen sitting in a row on the ground with Tony Danza visible seated in the middle next to the choir teacher., ,,
3,32,3,3,1,Rainforest Shmainforest,Merv Griffin,mentioned,m,3,Cartman,"""Who'd you expect? Merv Griffin?""", ,,
3,32,3,3,1,Rainforest Shmainforest,Bruce Willis,appeared,a,1,,"Seen among the crowd at the ""Save the Rain Forest"" concert.", ,,
3,32,3,3,1,Rainforest Shmainforest,Stevie Wonder,appeared,a,1,,"Seen among the crowd at the ""Save the Rain Forest"" concert.", ,,
3,32,3,3,1,Rainforest Shmainforest,Spike Lee,appeared,a,1,,"Seen among the crowd at the ""Save the Rain Forest"" concert.", ,,
3,33,3,3,2,Spontaneous Combustion,Neil Smith,mentioned,m,3,Priest Maxi,"""Lord, though we have lost Neil Smith to free agency and Steve Atwater to the Jets, still, we hope our beloved Broncos can bring home another Super Bowl championship, and once again bathe in the glory of your light. Amen.""", ,,
3,33,3,3,2,Spontaneous Combustion,Steve Atwater,mentioned,m,3,Priest Maxi,"""Lord, though we have lost Neil Smith to free agency and Steve Atwater to the Jets, still, we hope our beloved Broncos can bring home another Super Bowl championship, and once again bathe in the glory of your light. Amen.""", ,,
3,33,3,3,2,Spontaneous Combustion,Pontius Pilate,mentioned,m,3,Stan,"""Station One: Jesus is condemned to death by Pilate.""", ,,
3,33,3,3,2,Spontaneous Combustion,Jocelyn Wildenstein,depicted,d,2,,"Randy: ""... the methane can build up and then ignite, leading to... disaster. [shows picture of Jocelyn Wildenstein, then closes the book]""", ,,
3,33,3,3,2,Spontaneous Combustion,Whoopi Goldberg,appeared,a,1,,"The Nobel Prize Awards. ""Republicans are so stupid. I hate Republicans. Republicans are so stupid. And now, here to present the Nobel Prize for Science is Nick Nolte.""", ,,
3,33,3,3,2,Spontaneous Combustion,Nick Nolte ,appeared,a,1,,"The Nobel Prize Awards. ""Science is good. Science is very important. This year's nominees are:""", ,,
3,33,3,3,2,Spontaneous Combustion,Bob Dole,appeared,a,1,,"Radio ad: ""Having a hard time with male potency? Well, I don't, and I'm Bob Dole. What's wrong with you? Christ, I'm Bob Dole and I can get it up.""", ,,
3,34,3,3,3,Succubus,Tom Brokaw,mentioned,m,3,Cartman,"""Oh, thanks for the news flash, Tom Brokaw! What happened with Chef? Did you tell him she's a succubus?""", ,,
3,34,3,3,3,Succubus,Britney Spears,depicted,d,2,,The optometrist shows Cartman a picture of Britney Spears and a picture of Carmen Electra and asks him to say which one looks better., ,,
3,34,3,3,3,Succubus,Carmen Electra,depicted,d,2,,The optometrist shows Cartman a picture of Britney Spears and a picture of Carmen Electra and asks him to say which one looks better., ,,
3,34,3,3,3,Succubus,Jonathan Lipnicki,mentioned,m,3,Receptionist,"Receptionist: ""Hey! Aren't you that cute little kid from Jerry Maguire?"" Cartman: ""Uh, yeah, sure sure."" Receptionist: ""Wow! You really got fat.""", ,,
3,34,3,3,3,Succubus,Isaac Hayes,depicted,d,2,,Poster across chef's cubicle., ,,
3,35,3,3,4,Jakovasaurs,Bubby Brister,mentioned,m,3,Commentator,"""...and Bubby Brister is having a great first quarter! Let's see what trickery he uses here. Here's the snap, and he's down-""", ,,
3,35,3,3,4,Jakovasaurs,Terrell Davis,mentioned,m,3,Commentator,"""..to Terrell Davis! He's at the 50, the 40, the 30,…""", ,,
3,35,3,3,4,Jakovasaurs,Chubby Checker,mentioned,m,3,Mr. Garrison,"""O-kay, so, we're just gonna stick to our normal lesson plan and start the day with history. Now, does anyone know why Chubby Checker left the Beatles in 1972?""", ,,
3,35,3,3,4,Jakovasaurs,Will Smith,mentioned,m,3,Jakov,"""What? You mean MTV played a video that wasn't Will Smith?""", ,,
3,35,3,3,4,Jakovasaurs,Jerry Lewis,mentioned,m,3,French blonde,"""Il est si comme Jerry Lewis!""", ,,
3,36,3,3,5,Tweek vs. Craig,J. Robert Oppenheimer,mentioned,m,3,Jimbo,"""All right, looks like we'll have to apply the Oppenheimer technique with Tweek here.""", ,,
3,36,3,3,5,Tweek vs. Craig,Pam Brady,appeared,a,1,,Appears as Mr. Adler's Girlfriend., ,,
3,36,3,3,5,Tweek vs. Craig,Joe Louis,depicted,d,2,,"A.k.a. ""the Brown Bomber"". Depicted on a poster in the training room.",,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Saddam Hussein,appeared,a,1,,"Satan's new partner in evil. ""Hey, relax, guy!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Bryan Adams,mentioned,m,3,Reporter,"""But Mr. Minister, it isn't like this film is the first troublesome thing to come out of Canada. Let us not forget Bryan Adams.""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Adolf Hitler,appeared,a,1,,Appears when Kenny descends into Hell., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",John Wayne Gacy,appeared,a,1,,Appears as Pogo the Clown when Kenny descends into Hell., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",George Burns,appeared,a,1,,"Appears when Kenny descends into Hell. ""Hey, fuckface, have you seen Gracie?""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Mahatma Gandhi,appeared,a,1,,"Appears when Kenny descends into Hell. ""There is orderliness in the universe.""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",James Stewart,appeared,a,1,,Appears when Kenny descends into Hell., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Gracie Allen,mentioned,m,3,George Burns,"""Hey, fuckface, have you seen Gracie?""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Anne Murray,mentioned,m,3,Liane Cartman,"""And that bitch Anne Murray, too.""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Conan O'Brien,appeared,a,1,,"Betrays Terrance and Phillip, and then destroys someone's car.", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Britney Spears,mentioned,m,3,Shelly,"""Now you all just sit there and keep your mouths shut while I go listen to my Britney Spears records!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Brooke Shields,appeared,a,1,,"""I farted once on the set of Blue Lagoon! """, ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",William Baldwin,appeared,a,1,,"""Baldwin residence... No, this is Billy Baldwin, if you want Daniel Baldwin, call his extension, stupid!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Daniel Baldwin,appeared,a,1,,"""Hey, Alec, do you know what sucks about being a Baldwin?""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Alec Baldwin,appeared,a,1,,Gets bombed by Canada., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Stephen Baldwin,appeared,a,1,,"""Ha ha! You missed me!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Bill Clinton,appeared,a,1,,Declares war on Canada., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Brian Boitano,appeared,a,1,,"Seen when the kids sing ""What Would Brian Boitano Do?"".", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Kamehameha I,mentioned,m,3,Cartman,"""Then on Sunday, just to be different, she's a super King Kamehameha biyotch!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Winona Ryder,appeared,a,1,,"""What you're doing for our country is so cool! I mean, war, man. Wow. War. You know? Wow. Okay!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Alanis Morissette,depicted,d,2,,Depicted on her album cover that is tossed into the fire., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Brian Dennehy,appeared,a,1,,"""Did someone say my name?""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Kublai Khan,mentioned,m,3,Cartman,"""And when Brian Boitano built the pyramids, he beat up Kublai Khan!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Liza Minnelli,mentioned,m,3,Saddam Hussein,"""Satan, your ass is gigantic and red. Who am I gonna pretend you are? Liza Minnelli? """, ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Bill Gates,appeared,a,1,,"""It is faster. Over five million-""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Celine Dion,depicted,d,2,,Depicted on her album cover that burns in the fire., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Mother Teresa,mentioned,m,3,Saddam Hussein,"""Ey, Satan! Don't be such a twit! Mother Teresa won't have shit on me! Just watch. Just watch me change! Here I go, I'm changing!""", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Barbra Streisand,depicted,d,2,,As Mecha Streisand on a poster at the movie theater. Also mentioned by Cartman when he cast his ulti in a boss fight with Saddam Hussein., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Thurgood Marshall,depicted,d,2,,His photo is hanging on a wall in Mr. Garrison's classroom., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Billy Loomis,depicted,d,2,,His photo is hanging on a wall in Satan's bedroom., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Kathie Lee Gifford,depicted,d,2,,Photo in Mr. Mackey's office., ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Eric Roberts,depicted,d,2,,"""Rat Kicker"" poster at the movie theater.", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Andy Richter,appeared,a,1,,"Appeared as a co-host on Conan O'Brien's show, with Terrance and Phillip and Brooke Shields appearing as guest stars.", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Max Weinberg,appeared,a,1,,"On Late Night, Terrance bursts into Max's bass drum causing him to become visibly upset.", ,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",Marc Shaiman,appeared,a,1,,Big Gay Al's piano player., ,,
5,37,3,3,6,Sexual Harassment Panda,Ulysses S. Grant,mentioned,m,3,Mr. Garrison,"""Uh, Clyde, can you tell me when Ulysses S. Grant was president?""", ,,
5,38,3,3,7,Cat Orgy,Salma Hayek,mentioned,m,3,Rumpertumskin,"""Heheheheh! Now I will kill the President and Salma Hayek!""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Jaclyn Smith,mentioned,m,3,Pip,"""Yes, let's! Can I be Jaclyn Smith? Can I?""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Sabrina Duncan,mentioned,m,3,Pip,"""Oh no no no. My name is Sabrina Duncan. Remember? We're playing Charlie's Angels.""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,John Elway,mentioned,m,3,Jimbo,"""Well, I tell you what: we may not have Elway this year, but Brister won every game he started in last year.""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Bubby Brister,mentioned,m,3,Jimbo,"""Well, I tell you what: we may not have Elway this year, but Brister won every game he started in last year.""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Cher,mentioned,m,3,ATF lead,"""Nobody can stand this much Cher. This is her new album. If this doesn't drive them out, nothing will.""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Ricky Martin,mentioned,m,3,Guest,"""Ricky Martin, the singer.""", ,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,Jill Munroe,mentioned,m,3,Dougie,"""This is Jill Munroe reporting live from inside the meteor shower party. As you can see, this is a perfectly normal party.""", ,,
5,40,3,3,9,Jewbilee,Albert Einstein,depicted,d,2,,Poster in the Squirt's Lair., ,einstein_1,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,Jonathan Davis,appeared,a,1,,"""Munky! David! Fieldy! Head! Jonathan! Form of... CORN!""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,David Silveria,appeared,a,1,,"""Munky! David! Fieldy! Head! Jonathan! Form of... CORN!""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,Brian Welch,appeared,a,1,,"""Munky! David! Fieldy! Head! Jonathan! Form of... CORN!""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,Reginald Arvizu,appeared,a,1,,"""Munky! David! Fieldy! Head! Jonathan! Form of... CORN!""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,James Shaffer,appeared,a,1,,"""Munky! David! Fieldy! Head! Jonathan! Form of... CORN!""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,Barry Manilow,mentioned,m,3,DJ,"""Alriight, we'll see you tomorrow for Halloween! In the meantime here's a KOZY hit by Barry Manilow.""", ,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,Antonio Banderas,depicted,d,2,,"""Oh, sweet! Life-sized blow-up Antonio Banderas love doll! With realistic geni-ta-lia.""",parody,,
5,42,3,3,11,Chinpokomon,Lauryn Hill,mentioned,m,3,Kyle,"""Yeah. You know, like Lauren Hill. A-ight?""", ,,
5,42,3,3,11,Chinpokomon,Saki Miata,appeared,a,1,,The lady from the Chinpokomon commercial., ,,
5,42,3,3,11,Chinpokomon,Emperor Hirohito,appeared,a,1,,The Emperor of Japan during World War II. He sought revenge for his defeat by brainwashing the children of South Park and having them bomb Pearl Harbor., ,,
5,42,3,3,11,Chinpokomon,Bill Clinton,appeared,a,1,,"""My fellow Americans, I wish to address the concerns many of us have over the growing number of Japanese military bases forming in the United States. ...""", ,,
5,42,3,3,11,Chinpokomon,Lisa del Giocondo,depicted,d,2,,Mona Lisa portrait in Mr. Garrison's classroom., ,lisa,TRUE
5,43,3,3,12,Hooked on Monkey Fonics,Ronnie James Dio,appeared,a,1,,"Performs ""Holy Diver"" with his band at South Park Elementary Bay Of Pigs Memorial Dance.", ,,
5,43,3,3,12,Hooked on Monkey Fonics,John Travolta,mentioned,m,3,Cartman,"""Dude, what's wrong with you? You got some kind of John Travolta disease?""", ,,
5,43,3,3,12,Hooked on Monkey Fonics,Christopher Columbus,mentioned,m,3,Mr. Garrison,"""Alright, children, let's just try to pretend there isn't a little boy in a huge plastic hamster ball here, and go on with our studies. Now, who can tell me when Columbus sailed the seas and discovered America?""", ,,
5,44,3,3,13,Starvin' Marvin in Space,Sally Struthers,appeared,a,1,,Appears to look like Jabba the Hutt from the Star Wars movies., ,,
